OrderID,CustomerID,StoreID,EmployeeID,OrderDate,OrderStatus
6113,1385,24,,2023-04-29 19:00:00,Pending
6114,3106,22,23,2024-10-17 10:00:00,Completed
6115,815,13,,2024-08-27 20:00:00,Completed
6116,62,17,6,2023-01-20 17:00:00,Completed
6117,1190,1,1,2024-08-06 19:00:00,Completed
6118,1638,25,12,2023-11-01 16:00:00,Completed
6119,3274,2,48,2024-08-12 11:00:00,Completed
6120,3602,1,49,2024-04-14 15:00:00,Pending
6121,1559,19,10,2023-08-03 16:00:00,Completed
6122,1852,18,,2024-04-24 17:00:00,Completed
6123,3951,13,4,2023-10-11 19:00:00,Completed
6124,1094,6,17,2023-10-14 10:00:00,Completed
6125,970,3,25,2023-08-24 20:00:00,Completed
6126,4932,5,30,2023-04-20 11:00:00,Completed
6127,2196,12,45,2023-02-09 20:00:00,Completed
6128,804,25,32,2024-05-12 18:00:00,Completed
6129,1947,18,,2024-06-04 13:00:00,Completed
6130,3509,5,,2023-02-16 10:00:00,Completed
6131,4098,17,17,2023-04-08 21:00:00,Completed
6132,4806,3,14,2024-12-10 18:00:00,Completed
6133,1689,14,22,2024-12-14 20:00:00,Completed
6134,81,19,26,2023-09-07 09:00:00,Pending
6135,2099,16,47,2023-11-07 21:00:00,Completed
6136,3744,7,,2023-09-24 21:00:00,Completed
6137,3544,24,2,2024-09-08 21:00:00,Completed
6138,131,2,,2023-01-08 15:00:00,Completed
6139,3417,10,24,2024-07-27 15:00:00,Completed
6140,4769,10,24,2024-10-28 11:00:00,Completed
6141,4196,25,47,2024-02-20 21:00:00,Completed
6142,4825,17,38,2023-02-10 15:00:00,Completed
6143,12,13,17,2024-08-27 19:00:00,Completed
6144,956,25,18,2023-05-02 14:00:00,Completed
6145,1397,21,27,2024-09-20 11:00:00,Completed
6146,2841,24,,2023-12-14 21:00:00,Completed
6147,1022,7,,2023-01-10 16:00:00,Completed
6148,1432,22,30,2023-12-05 20:00:00,Pending
6149,23,24,29,2023-01-12 12:00:00,Completed
6150,3787,9,,2024-10-15 10:00:00,Completed
6151,4774,17,1,2024-02-19 18:00:00,Pending
6152,2257,6,,2023-02-11 10:00:00,Completed
6153,4687,6,25,2023-09-15 12:00:00,Completed
6154,3757,4,,2023-09-22 21:00:00,Completed
6155,2094,22,19,2023-09-06 19:00:00,Completed
6156,3822,19,49,2023-02-04 10:00:00,Completed
6157,3765,3,38,2023-01-18 12:00:00,Completed
6158,3932,19,2,2023-08-04 15:00:00,Completed
6159,4212,17,17,2024-05-04 13:00:00,Completed
6160,3547,25,32,2024-08-20 14:00:00,Completed
6161,1928,20,13,2023-12-24 14:00:00,Completed
6162,1005,22,33,2023-03-02 19:00:00,Completed
6163,623,15,39,2023-02-21 15:00:00,Completed
6164,1805,17,20,2023-04-09 10:00:00,Completed
6165,1098,25,,2023-11-22 11:00:00,Completed
6166,946,18,42,2023-09-11 14:00:00,Completed
6167,4707,21,5,2023-09-23 09:00:00,Completed
6168,1629,6,41,2024-03-24 13:00:00,Completed
6169,462,17,46,2024-03-13 21:00:00,Completed
6170,4230,4,,2024-01-01 13:00:00,Completed
6171,4668,10,,2024-04-09 11:00:00,Completed
6172,251,23,,2024-03-08 14:00:00,Completed
6173,3510,10,3,2023-03-31 15:00:00,Completed
6174,1048,16,18,2023-11-09 21:00:00,Completed
6175,2453,14,30,2023-09-11 15:00:00,Completed
6176,1104,16,4,2023-02-26 18:00:00,Completed
6177,812,8,,2023-03-20 15:00:00,Completed
6178,4529,21,46,2024-08-19 13:00:00,Completed
6179,1999,7,6,2024-12-31 12:00:00,Completed
6180,1232,2,,2023-10-22 11:00:00,Completed
6181,2484,24,11,2024-09-04 11:00:00,Completed
6182,3335,23,,2023-12-25 21:00:00,Completed
6183,2409,8,8,2024-10-11 19:00:00,Completed
6184,278,19,48,2023-05-30 11:00:00,Completed
6185,3672,14,31,2023-01-01 16:00:00,Completed
6186,3976,16,35,2024-08-21 11:00:00,Completed
6187,4329,3,2,2023-02-12 21:00:00,Completed
6188,2520,11,20,2023-12-11 11:00:00,Completed
6189,2561,19,,2024-11-01 19:00:00,Completed
6190,3133,23,,2024-01-30 21:00:00,Completed
6191,557,9,3,2023-11-21 14:00:00,Completed
6192,2285,3,15,2023-11-21 19:00:00,Completed
6193,2099,12,20,2024-07-03 14:00:00,Completed
6194,1257,21,10,2023-07-18 20:00:00,Pending
6195,749,22,26,2023-05-17 19:00:00,Completed
6196,2788,25,12,2023-11-17 19:00:00,Completed
6197,2347,14,18,2024-11-27 16:00:00,Completed
6198,1524,21,39,2023-09-13 12:00:00,Completed
6199,3366,6,27,2023-09-11 16:00:00,Completed
6200,4028,18,27,2024-10-05 10:00:00,Completed
6201,1204,23,,2024-08-06 20:00:00,Completed
6202,4560,5,,2024-03-22 17:00:00,Completed
6203,227,21,43,2023-10-31 15:00:00,Cancelled
6204,1761,12,,2023-01-21 11:00:00,Cancelled
6205,3344,15,32,2024-04-12 21:00:00,Completed
6206,1684,24,,2023-01-20 14:00:00,Completed
6207,1767,21,34,2023-06-27 10:00:00,Completed
6208,2342,16,,2024-01-09 16:00:00,Completed
6209,3073,16,37,2023-03-20 12:00:00,Completed
6210,1807,13,10,2024-11-04 14:00:00,Completed
6211,4775,5,28,2024-11-28 12:00:00,Completed
6212,4625,25,8,2023-07-17 10:00:00,Completed
6213,357,2,23,2023-02-16 16:00:00,Completed
6214,3312,1,19,2023-05-06 10:00:00,Completed
6215,272,24,45,2024-01-27 18:00:00,Completed
6216,3117,10,38,2023-08-22 15:00:00,Completed
6217,4070,3,33,2023-09-06 15:00:00,Completed
6218,3632,18,4,2023-08-05 15:00:00,Completed
6219,1228,10,,2023-07-24 15:00:00,Completed
6220,2624,14,12,2023-02-26 16:00:00,Completed
6221,2581,17,1,2024-05-01 18:00:00,Completed
6222,4299,15,48,2023-11-25 19:00:00,Completed
6223,4662,17,40,2024-09-21 17:00:00,Completed
6224,4179,18,48,2024-03-01 17:00:00,Completed
6225,4067,17,,2024-11-25 09:00:00,Completed
6226,435,11,1,2024-03-17 18:00:00,Completed
6227,694,13,26,2024-11-04 13:00:00,Completed
6228,2229,20,49,2023-09-21 14:00:00,Pending
6229,2233,9,19,2023-09-21 12:00:00,Completed
6230,4486,5,9,2023-09-08 15:00:00,Completed
6231,4474,5,33,2023-12-24 18:00:00,Completed
6232,4613,18,28,2024-09-12 18:00:00,Completed
6233,1524,15,36,2023-02-17 19:00:00,Completed
6234,4958,18,8,2024-12-19 12:00:00,Completed
6235,740,2,7,2024-05-13 13:00:00,Completed
6236,238,6,13,2023-12-20 18:00:00,Pending
6237,1692,19,43,2023-02-22 10:00:00,Completed
6238,1217,9,2,2023-01-02 16:00:00,Completed
6239,2006,24,47,2024-05-07 13:00:00,Completed
6240,1985,18,,2024-04-13 21:00:00,Completed
6241,1016,22,50,2024-07-13 10:00:00,Completed
6242,1656,15,,2023-02-18 15:00:00,Completed
6243,1574,3,41,2024-01-01 14:00:00,Completed
6244,255,25,36,2023-11-12 20:00:00,Completed
6245,610,21,,2024-01-06 17:00:00,Completed
6246,647,18,43,2024-11-18 10:00:00,Completed
6247,4982,4,46,2024-11-22 13:00:00,Completed
6248,4113,11,1,2024-05-18 16:00:00,Completed
6249,2972,9,45,2023-06-04 16:00:00,Completed
6250,4946,9,22,2024-11-26 18:00:00,Completed
6251,2628,12,19,2024-11-06 12:00:00,Completed
6252,3670,8,,2024-04-27 12:00:00,Completed
6253,1633,22,13,2024-12-10 21:00:00,Completed
6254,2592,14,36,2023-09-01 14:00:00,Completed
6255,4512,4,44,2024-11-14 09:00:00,Completed
6256,1054,6,23,2024-08-13 14:00:00,Completed
6257,4884,5,38,2024-07-19 11:00:00,Completed
6258,2474,20,13,2024-12-27 13:00:00,Completed
6259,1281,10,34,2024-03-28 13:00:00,Completed
6260,2107,13,29,2023-05-24 21:00:00,Completed
6261,3080,15,,2024-12-15 12:00:00,Completed
6262,4197,8,1,2023-11-21 16:00:00,Completed
6263,3233,7,13,2024-09-24 20:00:00,Completed
6264,753,12,50,2023-02-01 21:00:00,Completed
6265,4885,24,,2024-11-20 12:00:00,Completed
6266,2546,3,,2024-04-03 17:00:00,Completed
6267,4646,25,42,2024-02-07 15:00:00,Completed
6268,1256,22,40,2024-09-04 17:00:00,Pending
6269,2559,17,10,2024-03-22 14:00:00,Completed
6270,4926,23,38,2024-09-08 11:00:00,Completed
6271,3634,19,15,2024-05-18 16:00:00,Completed
6272,4655,3,43,2024-01-28 10:00:00,Completed
6273,513,6,33,2024-05-19 15:00:00,Completed
6274,2729,21,,2024-08-03 17:00:00,Completed
6275,4444,14,,2024-02-22 16:00:00,Completed
6276,2562,20,21,2023-09-20 14:00:00,Completed
6277,4829,19,41,2024-10-10 18:00:00,Completed
6278,4428,19,22,2023-01-22 21:00:00,Completed
6279,1762,12,18,2023-04-04 14:00:00,Completed
6280,4258,16,18,2023-11-30 11:00:00,Completed
6281,1955,16,39,2024-05-18 10:00:00,Completed
6282,1490,21,40,2024-05-19 09:00:00,Completed
6283,199,14,20,2023-03-27 14:00:00,Completed
6284,337,5,24,2023-12-28 18:00:00,Completed
6285,1641,12,21,2023-10-12 12:00:00,Completed
6286,4605,3,,2023-11-06 18:00:00,Completed
6287,1755,6,,2023-08-20 21:00:00,Completed
6288,4140,21,40,2023-08-07 13:00:00,Completed
6289,390,9,42,2023-03-10 09:00:00,Cancelled
6290,1230,15,41,2024-01-24 09:00:00,Completed
6291,2163,21,18,2024-07-07 19:00:00,Completed
6292,1924,16,25,2024-06-18 13:00:00,Completed
6293,2458,24,4,2024-11-03 09:00:00,Completed
6294,4637,23,31,2024-10-25 15:00:00,Completed
6295,2794,8,38,2023-07-02 13:00:00,Completed
6296,2551,6,,2023-07-28 16:00:00,Completed
6297,2989,25,25,2024-05-05 13:00:00,Completed
6298,3503,24,,2024-12-27 19:00:00,Completed
6299,1110,11,10,2024-05-02 19:00:00,Completed
6300,870,18,,2024-09-01 10:00:00,Completed
6301,4649,13,21,2023-12-02 16:00:00,Completed
6302,3179,7,32,2024-05-06 12:00:00,Completed
6303,4020,12,19,2023-08-09 15:00:00,Completed
6304,2039,8,29,2024-01-04 17:00:00,Completed
6305,2420,13,29,2024-04-27 17:00:00,Completed
6306,1029,9,30,2024-08-24 09:00:00,Completed
6307,4368,22,7,2024-12-16 19:00:00,Completed
6308,490,12,47,2024-08-21 09:00:00,Completed
6309,1254,19,30,2023-12-23 19:00:00,Completed
6310,810,25,17,2024-02-24 20:00:00,Completed
6311,1662,23,22,2024-05-01 21:00:00,Completed
6312,4176,18,34,2024-03-16 17:00:00,Completed
6313,1422,24,22,2024-02-19 13:00:00,Completed
6314,679,9,9,2024-09-18 13:00:00,Completed
6315,799,22,12,2023-10-14 13:00:00,Completed
6316,1285,25,7,2024-11-14 14:00:00,Completed
6317,3570,3,15,2024-10-01 11:00:00,Completed
6318,3373,15,43,2024-08-02 18:00:00,Cancelled
6319,3586,17,7,2023-04-27 11:00:00,Cancelled
6320,741,7,39,2024-01-11 15:00:00,Completed
6321,1233,10,,2024-10-08 16:00:00,Completed
6322,1406,11,,2024-04-08 21:00:00,Completed
6323,4847,4,9,2024-03-16 17:00:00,Completed
6324,3753,4,4,2023-04-08 21:00:00,Completed
6325,3365,25,7,2024-11-25 17:00:00,Pending
6326,3094,15,36,2023-02-23 19:00:00,Pending
6327,4801,3,,2024-08-18 18:00:00,Completed
6328,4859,17,,2024-08-06 18:00:00,Completed
6329,749,3,41,2024-09-24 20:00:00,Completed
6330,2315,22,,2023-01-02 15:00:00,Completed
6331,4681,12,45,2024-05-26 17:00:00,Completed
6332,4161,3,,2023-10-01 10:00:00,Completed
6333,4404,6,36,2023-10-24 16:00:00,Completed
6334,905,22,36,2024-08-23 20:00:00,Completed
6335,1676,15,50,2024-10-26 16:00:00,Completed
6336,2863,23,48,2023-09-22 12:00:00,Completed
6337,1341,2,14,2024-06-22 21:00:00,Completed
6338,189,13,17,2023-01-02 14:00:00,Pending
6339,3230,13,19,2023-12-01 21:00:00,Completed
6340,3078,13,18,2024-07-14 18:00:00,Completed
6341,1069,25,18,2023-08-20 16:00:00,Completed
6342,2154,6,3,2023-05-11 18:00:00,Completed
6343,1644,2,25,2024-09-08 11:00:00,Completed
6344,1316,21,45,2023-12-29 16:00:00,Completed
6345,4191,25,13,2024-09-10 20:00:00,Completed
6346,4537,13,21,2024-11-26 14:00:00,Completed
6347,3637,5,40,2023-11-07 12:00:00,Completed
6348,662,9,,2024-11-16 21:00:00,Completed
6349,130,23,,2023-11-02 09:00:00,Completed
6350,1909,12,47,2024-03-31 09:00:00,Completed
6351,190,16,7,2024-09-03 09:00:00,Completed
6352,4918,15,47,2024-03-25 10:00:00,Completed
6353,2386,19,35,2024-04-23 14:00:00,Completed
6354,3394,11,43,2024-03-28 18:00:00,Completed
6355,2701,9,7,2023-07-26 09:00:00,Completed
6356,1027,24,,2024-12-29 18:00:00,Completed
6357,436,11,12,2024-07-12 19:00:00,Completed
6358,2804,14,,2024-02-26 21:00:00,Completed
6359,517,7,1,2023-11-14 17:00:00,Completed
6360,4220,23,,2024-12-02 16:00:00,Completed
6361,4012,4,29,2024-08-26 18:00:00,Completed
6362,853,1,,2024-12-11 20:00:00,Completed
6363,814,16,,2024-03-11 11:00:00,Completed
6364,708,22,13,2023-11-11 09:00:00,Completed
6365,2264,8,15,2023-10-09 13:00:00,Completed
6366,2214,20,1,2023-04-07 09:00:00,Completed
6367,4311,9,,2024-05-19 19:00:00,Completed
6368,964,20,27,2023-05-05 14:00:00,Completed
6369,1304,11,,2023-12-22 21:00:00,Completed
6370,2732,1,8,2023-10-17 16:00:00,Completed
6371,759,19,36,2023-08-20 12:00:00,Completed
6372,2304,10,30,2024-06-06 16:00:00,Completed
6373,3122,13,2,2024-12-05 21:00:00,Pending
6374,2189,12,26,2023-11-29 14:00:00,Completed
6375,4847,12,13,2024-08-17 16:00:00,Completed
6376,3494,9,,2023-06-26 11:00:00,Completed
6377,2040,1,40,2023-07-23 14:00:00,Completed
6378,2017,4,30,2023-12-04 16:00:00,Completed
6379,1314,1,13,2024-12-24 13:00:00,Completed
6380,3786,18,34,2023-12-21 11:00:00,Completed
6381,3473,16,26,2023-05-19 11:00:00,Completed
6382,4026,20,35,2024-09-05 19:00:00,Completed
6383,2595,17,,2024-11-22 15:00:00,Completed
6384,1479,13,17,2024-05-16 20:00:00,Completed
6385,3275,10,20,2024-07-21 16:00:00,Completed
6386,4974,7,16,2024-10-31 10:00:00,Completed
6387,379,18,,2024-02-28 13:00:00,Completed
6388,1135,18,,2024-04-28 13:00:00,Completed
6389,3830,23,5,2023-07-06 11:00:00,Completed
6390,4204,21,,2023-04-29 16:00:00,Completed
6391,884,17,14,2024-06-09 13:00:00,Completed
6392,4475,18,43,2023-08-04 15:00:00,Completed
6393,3582,8,26,2024-04-26 18:00:00,Completed
6394,2784,16,18,2024-09-28 09:00:00,Completed
6395,3029,12,2,2024-03-27 11:00:00,Completed
6396,3037,21,19,2023-05-01 18:00:00,Completed
6397,4999,12,9,2024-07-30 11:00:00,Pending
6398,4,21,30,2023-12-15 12:00:00,Completed
6399,1161,25,,2024-08-03 13:00:00,Completed
6400,720,24,38,2023-03-23 12:00:00,Completed
6401,2896,17,43,2024-06-07 17:00:00,Completed
6402,804,15,,2024-12-21 18:00:00,Completed
6403,4714,8,20,2023-05-20 11:00:00,Completed
6404,2010,9,42,2024-05-02 19:00:00,Completed
6405,3780,21,18,2023-08-13 18:00:00,Completed
6406,1313,18,32,2024-04-18 19:00:00,Completed
6407,109,7,5,2023-10-03 16:00:00,Pending
6408,2893,20,38,2024-05-02 16:00:00,Completed
6409,3806,11,31,2023-08-26 10:00:00,Completed
6410,3487,15,31,2023-07-14 13:00:00,Completed
6411,3541,15,40,2023-05-07 14:00:00,Completed
6412,2466,24,9,2023-01-27 20:00:00,Completed
6413,2136,13,7,2023-09-22 11:00:00,Completed
6414,1250,11,30,2024-10-02 14:00:00,Completed
6415,1608,4,43,2023-03-15 18:00:00,Completed
6416,3697,4,38,2023-12-14 17:00:00,Completed
6417,2683,14,34,2023-04-17 21:00:00,Completed
6418,2505,4,49,2023-02-20 12:00:00,Pending
6419,690,2,46,2024-03-28 11:00:00,Completed
6420,2542,3,45,2023-04-29 18:00:00,Completed
6421,3900,13,28,2024-01-20 10:00:00,Completed
6422,196,3,,2023-10-11 16:00:00,Completed
6423,3674,18,,2023-04-14 21:00:00,Completed
6424,4555,25,18,2023-11-03 15:00:00,Completed
6425,1504,18,27,2024-12-03 11:00:00,Completed
6426,479,24,49,2023-11-15 21:00:00,Completed
6427,749,17,29,2024-03-30 09:00:00,Completed
6428,2031,13,22,2023-02-17 17:00:00,Completed
6429,1061,15,37,2023-03-22 16:00:00,Completed
6430,383,3,,2023-06-18 13:00:00,Completed
6431,2072,4,13,2023-02-17 19:00:00,Completed
6432,4949,5,,2024-01-01 11:00:00,Completed
6433,3832,3,26,2023-01-27 19:00:00,Completed
6434,2346,22,,2024-10-06 18:00:00,Completed
6435,4437,8,38,2023-08-25 10:00:00,Completed
6436,499,10,24,2023-04-07 15:00:00,Completed
6437,2581,20,8,2023-11-11 18:00:00,Completed
6438,3163,24,28,2024-03-01 17:00:00,Completed
6439,95,13,11,2024-02-16 18:00:00,Completed
6440,3193,25,41,2024-09-23 17:00:00,Completed
6441,3094,23,32,2023-05-09 14:00:00,Completed
6442,2591,3,18,2023-10-16 21:00:00,Completed
6443,1417,16,42,2023-09-24 11:00:00,Completed
6444,4388,24,1,2024-10-30 09:00:00,Pending
6445,2013,3,,2024-03-18 18:00:00,Completed
6446,2795,10,12,2023-11-11 19:00:00,Completed
6447,4909,6,38,2023-04-06 19:00:00,Completed
6448,4270,6,34,2024-02-21 11:00:00,Completed
6449,1831,20,,2023-08-17 15:00:00,Completed
6450,1312,11,35,2023-11-15 18:00:00,Completed
6451,981,15,32,2024-03-27 21:00:00,Completed
6452,3389,4,13,2023-03-18 18:00:00,Pending
6453,1412,13,43,2023-04-26 21:00:00,Completed
6454,1200,17,23,2023-10-28 16:00:00,Completed
6455,1840,15,23,2023-09-11 17:00:00,Completed
6456,1916,21,25,2024-09-16 09:00:00,Completed
6457,2625,6,41,2024-04-01 12:00:00,Completed
6458,2001,25,,2024-10-12 09:00:00,Completed
6459,3686,9,19,2023-10-04 16:00:00,Pending
6460,4306,13,,2023-10-17 16:00:00,Completed
6461,3551,2,47,2023-10-07 09:00:00,Completed
6462,2951,19,26,2023-06-15 10:00:00,Completed
6463,1692,10,45,2024-02-06 15:00:00,Completed
6464,987,16,17,2024-05-08 15:00:00,Completed
6465,1565,13,29,2023-04-18 19:00:00,Completed
6466,3167,12,45,2023-10-29 17:00:00,Completed
6467,4445,16,35,2023-11-20 13:00:00,Completed
6468,4606,10,48,2024-01-30 14:00:00,Completed
6469,1657,11,4,2024-04-19 11:00:00,Completed
6470,88,5,10,2023-05-01 21:00:00,Completed
6471,1691,16,49,2024-01-26 18:00:00,Completed
6472,1448,17,21,2024-04-14 15:00:00,Completed
6473,1977,11,23,2023-06-24 18:00:00,Completed
6474,1323,8,,2024-08-28 19:00:00,Completed
6475,314,1,,2023-10-02 19:00:00,Completed
6476,4413,20,21,2024-03-07 21:00:00,Completed
6477,4120,1,,2023-01-30 16:00:00,Completed
6478,3783,2,6,2024-03-08 21:00:00,Completed
6479,1748,1,38,2023-12-27 10:00:00,Completed
6480,981,9,22,2024-05-06 15:00:00,Completed
6481,3186,20,26,2024-09-17 15:00:00,Completed
6482,928,12,33,2023-05-26 15:00:00,Completed
6483,3585,23,5,2023-02-15 17:00:00,Completed
6484,4485,25,3,2024-10-06 14:00:00,Completed
6485,851,20,23,2023-07-16 21:00:00,Completed
6486,2673,24,30,2023-11-08 13:00:00,Completed
6487,3637,19,29,2023-04-14 11:00:00,Completed
6488,2677,23,28,2024-09-28 18:00:00,Completed
6489,635,20,42,2023-11-10 14:00:00,Completed
6490,4293,18,21,2024-12-18 17:00:00,Completed
6491,435,12,28,2024-01-14 13:00:00,Completed
6492,1482,1,5,2024-10-08 16:00:00,Completed
6493,4376,16,45,2024-10-28 12:00:00,Completed
6494,4428,16,29,2023-04-29 12:00:00,Completed
6495,4837,10,37,2023-05-01 09:00:00,Completed
6496,1380,20,44,2024-08-26 18:00:00,Completed
6497,1038,10,27,2024-11-24 18:00:00,Completed
6498,4887,5,11,2024-02-29 11:00:00,Completed
6499,2249,8,41,2024-04-28 19:00:00,Completed
6500,506,19,2,2023-05-11 16:00:00,Completed
6501,1808,11,4,2023-04-23 14:00:00,Completed
6502,1465,11,28,2024-07-10 16:00:00,Completed
6503,3905,17,44,2024-09-01 20:00:00,Completed
6504,626,3,32,2024-05-12 13:00:00,Completed
6505,669,7,36,2024-03-03 16:00:00,Completed
6506,233,3,32,2024-09-19 18:00:00,Completed
6507,1567,24,19,2024-12-10 15:00:00,Completed
6508,1954,18,,2024-01-26 21:00:00,Completed
6509,3623,7,13,2024-03-18 13:00:00,Completed
6510,1255,18,2,2023-03-21 18:00:00,Completed
6511,542,10,17,2023-03-07 19:00:00,Completed
6512,3222,3,33,2023-02-25 16:00:00,Completed
6513,4026,1,48,2024-04-10 21:00:00,Completed
6514,2876,16,6,2024-10-04 16:00:00,Completed
6515,1433,12,,2024-03-27 19:00:00,Completed
6516,1840,18,1,2023-01-18 11:00:00,Completed
6517,457,4,18,2024-10-25 09:00:00,Completed
6518,2290,21,34,2023-05-03 17:00:00,Completed
6519,409,11,,2024-04-03 11:00:00,Cancelled
6520,2011,14,37,2023-09-10 14:00:00,Completed
6521,3773,10,33,2024-12-18 17:00:00,Completed
6522,4850,17,9,2024-06-10 13:00:00,Completed
6523,2604,19,15,2024-05-05 20:00:00,Completed
6524,4488,12,41,2024-01-27 11:00:00,Completed
6525,806,9,12,2023-10-20 14:00:00,Completed
6526,4922,2,1,2023-11-14 11:00:00,Completed
6527,1445,13,22,2024-08-19 12:00:00,Completed
6528,374,15,,2023-03-20 19:00:00,Completed
6529,4773,15,,2023-12-30 09:00:00,Pending
6530,3436,9,50,2024-04-29 09:00:00,Completed
6531,3167,2,,2024-12-10 12:00:00,Completed
6532,1469,12,17,2023-10-20 11:00:00,Completed
6533,3761,20,23,2023-04-29 19:00:00,Completed
6534,1649,7,11,2024-09-25 20:00:00,Pending
6535,555,14,3,2024-12-07 14:00:00,Completed
6536,980,2,44,2024-09-02 19:00:00,Completed
6537,4309,11,4,2024-12-06 17:00:00,Pending
6538,174,12,,2023-11-08 11:00:00,Completed
6539,3307,8,,2023-06-14 13:00:00,Completed
6540,260,14,50,2023-09-17 12:00:00,Completed
6541,4808,3,48,2023-10-24 20:00:00,Completed
6542,2570,18,17,2024-10-08 12:00:00,Completed
6543,2493,8,,2023-04-12 12:00:00,Completed
6544,588,21,50,2023-09-24 18:00:00,Completed
6545,2995,23,4,2024-10-16 17:00:00,Cancelled
6546,3486,20,28,2023-12-29 18:00:00,Completed
6547,2345,2,42,2024-10-03 19:00:00,Completed
6548,3829,11,10,2024-08-10 09:00:00,Completed
6549,4363,9,42,2024-03-08 15:00:00,Completed
6550,4005,3,,2023-05-05 17:00:00,Completed
6551,3819,6,43,2024-05-13 13:00:00,Completed
6552,1919,20,,2024-08-09 12:00:00,Completed
6553,2583,5,,2023-10-21 18:00:00,Cancelled
6554,4276,12,22,2024-12-27 10:00:00,Completed
6555,3118,18,33,2024-08-28 18:00:00,Completed
6556,1312,16,,2023-08-12 18:00:00,Cancelled
6557,1719,2,17,2024-05-14 15:00:00,Pending
6558,4664,5,14,2023-05-01 18:00:00,Pending
6559,2254,6,47,2024-09-20 12:00:00,Completed
6560,3843,15,23,2024-11-16 20:00:00,Completed
6561,3884,11,3,2023-11-15 18:00:00,Completed
6562,2624,24,44,2024-06-03 20:00:00,Completed
6563,2100,7,22,2023-12-11 13:00:00,Completed
6564,2499,20,42,2023-03-08 10:00:00,Completed
6565,3461,9,2,2024-01-15 17:00:00,Completed
6566,3073,22,34,2023-10-21 19:00:00,Completed
6567,4427,3,21,2024-11-06 12:00:00,Completed
6568,353,17,23,2024-02-22 11:00:00,Completed
6569,2018,22,,2024-07-18 20:00:00,Completed
6570,2018,5,32,2024-02-14 12:00:00,Completed
6571,2739,15,39,2024-02-26 10:00:00,Completed
6572,4491,12,,2023-08-19 14:00:00,Completed
6573,2241,18,24,2023-02-20 11:00:00,Completed
6574,788,19,41,2024-12-07 19:00:00,Completed
6575,938,15,8,2023-05-28 10:00:00,Completed
6576,740,21,33,2023-05-09 09:00:00,Completed
6577,2591,11,19,2024-08-15 15:00:00,Pending
6578,741,3,24,2024-12-03 21:00:00,Completed
6579,4766,8,,2024-12-08 15:00:00,Completed
6580,2412,10,,2024-12-11 19:00:00,Completed
6581,3976,8,15,2024-06-09 14:00:00,Completed
6582,1556,20,13,2023-03-07 21:00:00,Completed
6583,3716,8,50,2023-09-26 11:00:00,Cancelled
6584,4718,5,20,2024-05-05 16:00:00,Pending
6585,3018,8,37,2023-07-19 09:00:00,Completed
6586,2355,17,34,2024-01-19 19:00:00,Completed
6587,1408,7,8,2023-12-21 19:00:00,Completed
6588,1195,7,,2024-05-06 19:00:00,Completed
6589,432,6,43,2024-04-23 15:00:00,Completed
6590,3624,23,28,2024-07-31 14:00:00,Completed
6591,1458,13,,2024-02-19 14:00:00,Completed
6592,2141,15,34,2024-11-18 12:00:00,Completed
6593,1464,17,,2023-11-30 21:00:00,Cancelled
6594,2135,10,16,2024-12-18 10:00:00,Completed
6595,2151,10,28,2024-09-01 09:00:00,Completed
6596,4676,18,41,2023-12-27 17:00:00,Completed
6597,3055,22,22,2024-08-19 18:00:00,Completed
6598,4510,2,,2023-07-27 21:00:00,Completed
6599,1145,21,27,2023-07-18 18:00:00,Completed
6600,2396,3,33,2023-09-10 18:00:00,Completed
6601,2884,11,41,2024-10-17 14:00:00,Completed
6602,2354,3,,2024-02-02 18:00:00,Completed
6603,357,1,44,2024-08-12 21:00:00,Completed
6604,993,5,9,2023-03-22 10:00:00,Completed
6605,1954,22,,2024-05-19 15:00:00,Completed
6606,1723,6,37,2023-05-31 15:00:00,Completed
6607,1936,18,29,2023-12-19 13:00:00,Completed
6608,1883,11,40,2023-08-30 10:00:00,Completed
6609,1582,9,23,2024-10-18 18:00:00,Completed
6610,3079,3,24,2024-05-30 11:00:00,Completed
6611,1796,5,,2023-10-08 12:00:00,Completed
6612,468,8,25,2023-08-17 10:00:00,Completed
6613,1613,15,,2024-08-26 11:00:00,Completed
6614,4788,4,33,2023-05-10 11:00:00,Completed
6615,4356,7,6,2024-03-27 16:00:00,Completed
6616,3947,1,6,2024-02-23 20:00:00,Completed
6617,3953,12,43,2024-01-10 19:00:00,Completed
6618,3487,19,11,2023-05-28 12:00:00,Completed
6619,3075,5,31,2024-04-15 20:00:00,Completed
6620,1893,9,5,2023-10-03 20:00:00,Completed
6621,799,21,5,2024-09-07 13:00:00,Completed
6622,4255,3,,2024-02-07 13:00:00,Completed
6623,4720,2,,2023-11-10 09:00:00,Completed
6624,4728,20,21,2024-08-26 16:00:00,Completed
6625,2719,17,16,2023-12-03 14:00:00,Completed
6626,4382,9,,2024-09-28 16:00:00,Completed
6627,4015,25,38,2023-04-03 21:00:00,Cancelled
6628,3310,7,22,2023-11-07 19:00:00,Completed
6629,2046,8,20,2024-06-19 20:00:00,Completed
6630,2517,23,49,2024-01-06 15:00:00,Completed
6631,4136,3,,2023-12-17 20:00:00,Completed
6632,4654,16,37,2023-02-01 21:00:00,Completed
6633,1159,16,41,2023-05-25 15:00:00,Completed
6634,719,1,28,2023-04-15 19:00:00,Completed
6635,1600,21,,2024-11-24 18:00:00,Completed
