PaymentID,OrderID,PaymentDate,PaymentMethod,Amount
2272,2508,2023-12-17 18:00:00,UPI,17189.43
2273,2509,2023-11-02 13:00:00,UPI,16423.63
2274,2510,2023-12-13 19:00:00,Card,8422.92
2275,2511,2024-04-03 20:00:00,Card,13063.59
2276,2512,2023-05-27 15:00:00,Cash,11079.98
2277,2513,2023-12-26 21:00:00,Card,6058.94
2278,2516,2024-08-03 10:00:00,Card,14183.13
2279,2517,2024-01-03 13:00:00,UPI,5646.84
2280,2518,2023-03-15 09:00:00,UPI,9415.8
2281,2519,2024-10-30 17:00:00,Cash,9759.16
2282,2520,2024-06-14 20:00:00,Card,3985.11
2283,2521,2024-12-23 15:00:00,Card,18907.99
2284,2522,2024-05-24 20:00:00,Card,1980.33
2285,2523,2023-10-14 17:00:00,Card,17279.42
2286,2524,2023-08-25 20:00:00,Card,18099.15
2287,2525,2023-08-02 11:00:00,UPI,16203.26
2288,2526,2023-08-12 16:00:00,UPI,3782.14
2289,2527,2023-09-15 15:00:00,Card,4733.4
2290,2529,2023-08-25 16:00:00,UPI,12685.27
2291,2530,2023-12-10 21:00:00,UPI,13019.54
2292,2531,2023-01-15 20:00:00,Card,2974.29
2293,2533,2023-03-31 12:00:00,Cash,23780.05
2294,2534,2023-03-05 13:00:00,Card,9332.54
2295,2535,2024-09-16 18:00:00,NetBanking,12952.46
2296,2536,2023-12-18 20:00:00,Cash,19082.53
2297,2537,2023-11-04 20:00:00,UPI,3772.25
2298,2538,2023-10-03 13:00:00,Card,4743.49
2299,2539,2024-05-26 09:00:00,NetBanking,2851.09
2300,2540,2023-01-11 13:00:00,UPI,21497.55
2301,2541,2023-06-11 15:00:00,Cash,15362.04
2302,2542,2023-01-21 13:00:00,UPI,8335.82
2303,2543,2023-01-30 17:00:00,UPI,4646.63
2304,2544,2023-11-29 10:00:00,UPI,17112.41
2305,2545,2023-09-23 11:00:00,UPI,22458.62
2306,2546,2024-11-26 12:00:00,Cash,9038.96
2307,2547,2023-01-25 15:00:00,UPI,10777.92
2308,2548,2023-04-13 13:00:00,Cash,9084.32
2309,2549,2023-12-21 19:00:00,NetBanking,3876.59
2310,2550,2023-02-15 19:00:00,Wallet,7403.08
2311,2551,2024-12-02 19:00:00,Card,5891.09
2312,2552,2023-07-29 20:00:00,UPI,7779.84
2313,2553,2024-05-22 19:00:00,Card,622.94
2314,2554,2024-11-30 14:00:00,NetBanking,1367.2
2315,2555,2023-08-20 13:00:00,Card,14401.7
2316,2556,2023-09-05 13:00:00,NetBanking,9744.36
2317,2557,2023-11-25 12:00:00,Cash,14978.61
2318,2558,2024-07-06 10:00:00,UPI,23555.97
2319,2559,2023-03-25 19:00:00,Card,2914.55
2320,2560,2023-03-16 15:00:00,Cash,5148.38
2321,2561,2023-07-23 18:00:00,Card,17918.69
2322,2562,2024-07-22 10:00:00,UPI,6460.7
2323,2564,2024-09-13 10:00:00,Cash,6822.78
2324,2566,2023-05-29 17:00:00,Cash,18672.98
2325,2567,2023-05-27 16:00:00,NetBanking,1471.62
2326,2570,2023-05-04 09:00:00,UPI,862.76
2327,2571,2024-06-12 17:00:00,UPI,5113.22
2328,2573,2024-02-23 10:00:00,Cash,4683.65
2329,2574,2024-12-07 15:00:00,Card,15332.93
2330,2575,2023-05-28 21:00:00,UPI,8237.52
2331,2576,2024-04-03 13:00:00,Card,17964.48
2332,2577,2024-12-07 21:00:00,Wallet,5693.29
2333,2578,2024-06-27 12:00:00,UPI,366.04
2334,2579,2023-09-28 19:00:00,UPI,5254.37
2335,2580,2024-06-03 18:00:00,UPI,7195.7
2336,2581,2024-09-05 12:00:00,Card,10839.15
2337,2582,2023-03-25 17:00:00,Card,6778.1
2338,2584,2024-02-01 18:00:00,UPI,18257.18
2339,2585,2023-02-09 16:00:00,Card,22639.94
2340,2586,2024-04-09 17:00:00,UPI,13924.73
2341,2587,2023-11-04 21:00:00,Cash,557.55
2342,2588,2024-08-29 11:00:00,Wallet,24744.59
2343,2589,2024-01-28 12:00:00,Card,2052.86
2344,2590,2024-02-17 09:00:00,Card,12965.9
2345,2591,2023-06-02 21:00:00,Card,12237.29
2346,2592,2023-02-11 11:00:00,UPI,10981.78
2347,2593,2023-03-27 20:00:00,Card,3573.69
2348,2595,2024-09-29 18:00:00,Cash,3488.64
2349,2597,2024-02-27 16:00:00,Card,28417.15
2350,2598,2023-02-23 11:00:00,UPI,3614.22
2351,2599,2023-12-05 11:00:00,UPI,22024.23
2352,2600,2023-09-16 10:00:00,UPI,353.17
2353,2601,2024-09-20 17:00:00,UPI,16096.46
2354,2602,2024-11-10 20:00:00,NetBanking,4941.32
2355,2603,2024-08-14 18:00:00,UPI,15275.75
2356,2604,2024-08-15 09:00:00,Card,10312.62
2357,2605,2023-02-08 14:00:00,Card,10515.14
2358,2606,2023-02-25 12:00:00,UPI,32354.41
2359,2607,2023-11-05 10:00:00,Card,4735.71
2360,2608,2024-02-01 14:00:00,NetBanking,176.99
2361,2609,2023-04-06 10:00:00,UPI,33810.03
2362,2610,2023-08-20 11:00:00,UPI,4441.79
2363,2611,2023-02-08 09:00:00,NetBanking,5640.81
2364,2612,2023-12-04 13:00:00,UPI,32626.46
2365,2613,2023-03-19 21:00:00,Card,5156.21
2366,2614,2024-09-26 13:00:00,Card,3606.45
2367,2615,2024-12-01 11:00:00,UPI,5553.39
2368,2616,2024-12-09 15:00:00,Cash,26850.81
2369,2617,2023-12-06 12:00:00,UPI,9938.92
2370,2618,2023-05-31 19:00:00,Card,1695.75
2371,2619,2024-02-14 14:00:00,Card,1584.21
2372,2620,2024-10-09 21:00:00,Cash,16417.62
2373,2621,2024-02-10 09:00:00,UPI,1837.4
2374,2622,2024-08-02 17:00:00,Card,4431.22
2375,2623,2023-07-31 12:00:00,Card,9337.94
2376,2624,2024-10-09 10:00:00,Card,4393.99
2377,2625,2024-12-07 09:00:00,Cash,10785.48
2378,2626,2023-11-30 13:00:00,Card,1869.85
2379,2627,2023-03-14 15:00:00,UPI,13169.19
2380,2629,2023-11-02 09:00:00,NetBanking,4120.12
2381,2630,2024-11-02 21:00:00,UPI,927.67
2382,2631,2024-03-21 17:00:00,UPI,16704.66
2383,2632,2024-11-03 14:00:00,Card,17673.27
2384,2633,2023-06-17 16:00:00,UPI,7609.72
2385,2634,2023-01-30 17:00:00,Cash,4210.56
2386,2635,2024-11-18 16:00:00,UPI,5764.46
2387,2636,2023-03-30 12:00:00,UPI,19544.01
2388,2638,2023-07-24 13:00:00,UPI,6473.25
2389,2639,2023-11-01 09:00:00,UPI,695.54
2390,2640,2023-11-01 12:00:00,UPI,14050.96
2391,2641,2023-08-12 10:00:00,Card,9164.42
2392,2642,2024-05-08 21:00:00,Card,33404.24
2393,2643,2023-04-19 11:00:00,NetBanking,8526.36
2394,2644,2024-02-21 20:00:00,UPI,2977.64
2395,2645,2023-11-28 21:00:00,UPI,736.04
2396,2646,2024-02-06 18:00:00,Card,4424.25
2397,2647,2024-05-10 17:00:00,Cash,23555.64
2398,2648,2024-07-07 18:00:00,UPI,13115.56
2399,2649,2023-02-10 09:00:00,UPI,4468.48
2400,2651,2023-12-22 10:00:00,UPI,21500.61
2401,2652,2024-12-31 16:00:00,UPI,21441.28
2402,2653,2023-02-23 12:00:00,UPI,19554.42
2403,2654,2024-10-22 10:00:00,Cash,18377.07
2404,2657,2024-10-30 15:00:00,Card,16219.27
2405,2658,2023-04-19 13:00:00,Card,34489.68
2406,2659,2023-12-19 15:00:00,NetBanking,29584.15
2407,2660,2024-02-08 20:00:00,Cash,8545.96
2408,2661,2024-11-21 16:00:00,UPI,21186.25
2409,2662,2023-05-01 09:00:00,UPI,17918.97
2410,2663,2023-06-29 21:00:00,Card,20249.49
2411,2664,2024-03-08 16:00:00,UPI,15920.69
2412,2665,2023-03-22 21:00:00,UPI,1367.0
2413,2666,2023-12-06 12:00:00,Cash,10985.83
2414,2669,2024-10-19 21:00:00,UPI,1209.09
2415,2670,2024-02-03 20:00:00,Card,5333.64
2416,2671,2024-01-02 17:00:00,UPI,11483.7
2417,2672,2024-01-21 10:00:00,Card,6423.99
2418,2673,2023-09-24 16:00:00,Card,6585.06
2419,2675,2024-01-13 15:00:00,UPI,3547.5
2420,2676,2024-01-18 09:00:00,Card,4893.66
2421,2677,2023-01-05 17:00:00,Card,4650.19
2422,2678,2023-08-08 19:00:00,Cash,7564.63
2423,2680,2023-11-10 11:00:00,UPI,24748.06
2424,2681,2023-07-02 20:00:00,Cash,12461.78
2425,2682,2024-07-28 11:00:00,Card,6894.5
2426,2683,2024-04-07 17:00:00,Card,18352.24
2427,2684,2024-01-02 16:00:00,NetBanking,5898.37
2428,2685,2024-10-31 20:00:00,UPI,25378.8
2429,2687,2023-11-19 15:00:00,Cash,29284.36
2430,2688,2023-09-11 10:00:00,NetBanking,11704.15
2431,2689,2023-02-11 13:00:00,Cash,3443.02
2432,2690,2024-04-14 18:00:00,Wallet,21001.74
2433,2691,2023-07-12 17:00:00,UPI,9085.84
2434,2692,2023-12-24 19:00:00,Card,6670.73
2435,2693,2024-10-10 10:00:00,NetBanking,3625.17
2436,2694,2024-09-01 15:00:00,Card,6265.79
2437,2695,2024-07-14 10:00:00,UPI,17012.8
2438,2696,2024-09-14 17:00:00,Card,21606.78
2439,2697,2024-12-31 18:00:00,Card,17248.94
2440,2698,2024-09-23 09:00:00,Card,3563.96
2441,2699,2024-09-05 12:00:00,NetBanking,14657.24
2442,2700,2024-01-05 10:00:00,Card,3300.57
2443,2701,2023-08-13 14:00:00,Card,6920.57
2444,2702,2024-05-24 10:00:00,Wallet,6914.5
2445,2705,2024-11-15 17:00:00,Cash,2422.66
2446,2706,2024-03-14 19:00:00,UPI,6391.87
2447,2708,2023-02-17 13:00:00,Card,8370.88
2448,2709,2023-12-30 15:00:00,NetBanking,39383.63
2449,2710,2023-06-28 17:00:00,Card,18915.25
2450,2711,2024-12-26 14:00:00,UPI,7111.54
2451,2712,2024-10-20 15:00:00,Cash,19046.07
2452,2713,2023-10-06 16:00:00,UPI,2325.36
2453,2714,2024-06-22 21:00:00,UPI,12865.26
2454,2715,2024-01-31 14:00:00,UPI,23947.92
2455,2717,2024-02-19 15:00:00,UPI,6778.14
2456,2718,2023-11-01 10:00:00,Card,8872.18
2457,2719,2024-07-19 13:00:00,UPI,18202.97
2458,2720,2023-10-28 09:00:00,Card,11756.69
2459,2722,2023-02-10 20:00:00,NetBanking,16443.88
2460,2723,2023-11-25 17:00:00,Card,1779.25
2461,2724,2023-02-25 13:00:00,NetBanking,13252.92
2462,2725,2023-11-04 20:00:00,UPI,6104.88
2463,2727,2023-07-05 18:00:00,UPI,9423.21
2464,2728,2023-11-17 09:00:00,NetBanking,5112.73
2465,2729,2023-07-01 18:00:00,UPI,668.42
2466,2730,2024-08-07 17:00:00,Wallet,17965.62
2467,2731,2024-08-11 09:00:00,Card,6343.24
2468,2732,2023-02-11 12:00:00,Card,4053.37
2469,2733,2024-06-12 10:00:00,UPI,13464.65
2470,2734,2023-11-25 09:00:00,UPI,5655.08
2471,2735,2024-09-02 12:00:00,Card,7515.19
2472,2736,2023-04-03 14:00:00,UPI,15985.35
2473,2737,2024-09-14 11:00:00,UPI,685.66
2474,2738,2023-04-08 19:00:00,Card,1971.72
2475,2739,2024-12-24 09:00:00,Card,5472.47
2476,2740,2023-09-22 17:00:00,NetBanking,5752.36
2477,2741,2023-01-07 14:00:00,Cash,5459.4
2478,2742,2024-07-13 17:00:00,Cash,1544.99
2479,2743,2024-04-05 16:00:00,UPI,3843.78
2480,2744,2023-10-21 11:00:00,Card,28501.89
2481,2745,2023-10-29 21:00:00,Card,2152.11
2482,2746,2023-05-10 16:00:00,UPI,3250.95
2483,2748,2023-12-09 16:00:00,Card,11066.94
2484,2749,2024-08-05 15:00:00,Wallet,30843.95
2485,2750,2024-07-28 17:00:00,UPI,3064.78
2486,2751,2023-09-28 18:00:00,UPI,12373.58
2487,2752,2024-04-26 09:00:00,Cash,1364.5
2488,2754,2023-04-03 14:00:00,Card,5341.9
2489,2755,2023-04-27 16:00:00,Card,10521.04
2490,2756,2023-10-18 14:00:00,UPI,8296.11
2491,2757,2023-12-08 13:00:00,Card,11248.93
2492,2758,2023-02-08 19:00:00,Card,28691.41
2493,2760,2024-08-12 17:00:00,Card,1966.31
2494,2761,2024-01-12 11:00:00,Card,22594.28
2495,2762,2024-10-18 10:00:00,NetBanking,5412.86
2496,2763,2024-02-26 16:00:00,Cash,12850.25
2497,2764,2023-10-22 11:00:00,Card,13662.19
2498,2765,2023-02-16 10:00:00,Card,12737.18
2499,2766,2023-10-30 20:00:00,NetBanking,6911.76
2500,2767,2024-12-29 14:00:00,UPI,25495.62
2501,2768,2024-02-11 16:00:00,Cash,17280.38
2502,2770,2023-05-19 16:00:00,Card,28626.53
2503,2773,2023-08-08 15:00:00,NetBanking,19720.84
2504,2774,2023-03-04 12:00:00,Cash,28802.1
2505,2775,2024-07-16 11:00:00,Wallet,23990.82
2506,2776,2023-09-18 11:00:00,Card,11184.31
2507,2778,2023-06-10 21:00:00,NetBanking,11380.44
2508,2779,2024-02-14 18:00:00,UPI,2077.18
2509,2780,2023-11-16 10:00:00,Cash,5299.43
2510,2781,2024-06-27 20:00:00,Cash,19724.4
2511,2782,2024-05-18 19:00:00,UPI,1728.35
2512,2783,2023-10-22 20:00:00,UPI,17022.65
2513,2784,2024-11-02 17:00:00,UPI,16937.01
2514,2785,2024-05-16 09:00:00,Card,705.14
2515,2786,2023-10-25 09:00:00,UPI,12838.94
2516,2787,2024-05-07 10:00:00,Card,2574.42
2517,2788,2024-09-19 20:00:00,Cash,13830.41
2518,2789,2023-08-14 13:00:00,UPI,12560.06
2519,2790,2024-11-26 13:00:00,NetBanking,1996.7
2520,2791,2023-02-13 09:00:00,Card,6169.9
2521,2793,2023-12-06 09:00:00,UPI,19765.29
2522,2794,2023-04-13 11:00:00,UPI,10669.19
2523,2795,2024-02-05 14:00:00,UPI,2820.98
2524,2796,2023-09-12 11:00:00,Card,6093.84
2525,2797,2023-06-09 10:00:00,UPI,8744.63
2526,2798,2024-07-12 21:00:00,UPI,25029.7
2527,2799,2024-11-13 15:00:00,UPI,16651.09
2528,2801,2024-05-06 13:00:00,UPI,13732.26
2529,2802,2024-12-06 20:00:00,Cash,7873.3
2530,2803,2024-09-02 09:00:00,Card,85.0
2531,2804,2023-04-11 12:00:00,UPI,2930.54
2532,2805,2024-11-15 10:00:00,Card,14275.19
2533,2806,2024-06-07 10:00:00,Card,5058.69
2534,2807,2023-01-20 15:00:00,Card,29271.49
2535,2808,2023-08-17 19:00:00,UPI,6244.7
2536,2810,2023-01-16 12:00:00,Card,3235.6
2537,2811,2024-10-08 11:00:00,Card,14988.54
2538,2812,2024-04-27 11:00:00,Card,11053.64
2539,2813,2024-07-23 11:00:00,UPI,4841.72
2540,2814,2023-09-26 20:00:00,NetBanking,1419.87
2541,2815,2024-09-14 18:00:00,UPI,14670.39
2542,2816,2024-04-14 09:00:00,Wallet,1995.65
2543,2818,2024-10-11 11:00:00,Card,11760.58
2544,2819,2024-06-13 14:00:00,UPI,7641.09
2545,2821,2024-12-04 12:00:00,Card,3804.7
2546,2822,2024-03-16 12:00:00,Cash,6060.48
2547,2823,2023-10-04 21:00:00,UPI,31636.44
2548,2824,2024-06-07 16:00:00,UPI,18638.89
2549,2825,2023-10-29 10:00:00,Card,11573.68
2550,2826,2024-03-31 13:00:00,UPI,9061.3
2551,2827,2023-10-22 15:00:00,Cash,3209.65
2552,2828,2023-11-08 09:00:00,Card,4849.89
2553,2829,2023-05-07 14:00:00,NetBanking,16805.69
2554,2830,2024-01-28 15:00:00,Cash,603.7
2555,2831,2023-10-24 09:00:00,UPI,6053.44
2556,2832,2024-04-10 18:00:00,UPI,3618.16
2557,2834,2024-11-19 10:00:00,Card,14914.39
2558,2835,2023-11-28 15:00:00,Card,16390.14
2559,2836,2024-08-26 15:00:00,Wallet,16197.99
2560,2837,2023-09-19 18:00:00,UPI,5626.51
2561,2838,2023-11-14 19:00:00,NetBanking,19033.61
2562,2839,2024-12-29 18:00:00,Card,6793.0
2563,2840,2023-09-17 13:00:00,Wallet,19802.42
2564,2841,2023-03-30 09:00:00,UPI,9530.67
2565,2842,2024-06-29 17:00:00,Card,5139.11
2566,2843,2023-11-30 15:00:00,NetBanking,3356.54
2567,2844,2023-07-25 11:00:00,UPI,3512.34
2568,2845,2023-06-24 14:00:00,Card,1510.66
2569,2846,2024-10-02 13:00:00,Card,19697.08
2570,2847,2024-05-31 11:00:00,NetBanking,10781.26
2571,2848,2024-07-02 19:00:00,NetBanking,28034.48
2572,2849,2024-08-24 15:00:00,Card,4330.88
2573,2850,2024-01-05 16:00:00,NetBanking,8062.36
2574,2851,2024-10-31 21:00:00,Card,7121.38
2575,2853,2023-12-13 20:00:00,UPI,3965.45
2576,2854,2023-11-13 19:00:00,UPI,9630.89
2577,2855,2024-03-27 13:00:00,UPI,10410.62
2578,2856,2024-07-26 19:00:00,UPI,32210.96
2579,2857,2024-09-04 15:00:00,UPI,14658.99
2580,2858,2023-03-11 20:00:00,Card,22379.33
2581,2859,2023-03-03 19:00:00,UPI,10852.14
2582,2860,2023-03-22 12:00:00,UPI,4167.45
2583,2862,2024-01-23 10:00:00,UPI,23397.46
2584,2863,2024-03-14 15:00:00,UPI,5814.94
2585,2864,2024-04-20 13:00:00,NetBanking,9221.34
2586,2865,2024-06-22 18:00:00,Cash,8056.88
2587,2866,2024-11-13 16:00:00,NetBanking,7308.5
2588,2868,2023-10-07 20:00:00,NetBanking,2480.72
2589,2869,2023-09-18 20:00:00,Card,33154.72
2590,2870,2024-03-17 10:00:00,Card,16785.67
2591,2871,2024-12-05 18:00:00,Cash,11852.42
2592,2872,2023-03-20 10:00:00,Card,10454.2
2593,2873,2024-10-26 18:00:00,UPI,4949.66
2594,2874,2024-07-31 15:00:00,Wallet,6156.3
2595,2875,2024-11-15 15:00:00,Card,13237.9
2596,2876,2024-05-21 18:00:00,Card,9598.06
2597,2877,2024-01-26 13:00:00,UPI,8580.44
2598,2878,2023-11-06 19:00:00,Card,17869.57
2599,2879,2023-04-20 13:00:00,UPI,25552.27
2600,2881,2023-10-02 18:00:00,UPI,3565.84
2601,2882,2024-11-05 12:00:00,Card,20610.12
2602,2883,2023-11-05 13:00:00,Cash,12076.7
2603,2884,2024-06-29 10:00:00,UPI,3851.66
2604,2886,2023-12-12 21:00:00,Card,36800.23
2605,2887,2023-08-18 10:00:00,UPI,8537.16
2606,2888,2024-06-17 14:00:00,Cash,15537.89
2607,2889,2023-05-18 09:00:00,UPI,688.75
2608,2890,2024-12-05 17:00:00,UPI,16163.6
2609,2891,2023-06-23 20:00:00,Card,8995.98
2610,2892,2023-07-21 14:00:00,Card,12307.38
2611,2893,2023-01-27 16:00:00,Cash,3930.96
2612,2894,2023-08-13 16:00:00,Wallet,11079.69
2613,2895,2024-12-30 15:00:00,Wallet,26232.32
2614,2896,2024-12-02 18:00:00,UPI,17679.51
2615,2897,2024-07-04 19:00:00,Cash,26882.43
2616,2899,2023-05-14 13:00:00,UPI,42778.87
2617,2900,2023-11-09 19:00:00,UPI,16316.21
2618,2901,2023-01-30 11:00:00,NetBanking,19037.51
2619,2902,2023-11-02 19:00:00,Card,8715.23
2620,2903,2023-03-29 14:00:00,UPI,1575.02
2621,2904,2024-10-18 20:00:00,Wallet,11709.41
2622,2905,2024-01-06 14:00:00,UPI,18235.19
2623,2906,2024-10-05 15:00:00,Cash,3660.96
2624,2908,2023-06-19 20:00:00,Cash,11042.64
2625,2911,2024-10-30 18:00:00,UPI,14805.06
2626,2912,2023-08-03 20:00:00,UPI,2820.61
2627,2913,2024-11-27 17:00:00,Card,2498.44
2628,2915,2024-03-31 10:00:00,Card,6062.08
2629,2916,2023-05-14 14:00:00,Card,10014.55
2630,2917,2024-07-18 15:00:00,UPI,6353.32
2631,2918,2023-04-05 15:00:00,Cash,3917.52
2632,2919,2023-09-26 17:00:00,UPI,5809.54
2633,2920,2024-03-20 13:00:00,UPI,3742.39
2634,2921,2023-11-16 17:00:00,Cash,18149.85
2635,2922,2023-02-21 17:00:00,Cash,8043.16
2636,2923,2024-01-09 10:00:00,Card,16299.92
2637,2924,2023-05-24 21:00:00,NetBanking,8514.74
2638,2926,2024-09-06 15:00:00,Card,9865.88
2639,2927,2024-10-29 19:00:00,UPI,30855.55
2640,2928,2024-05-31 18:00:00,UPI,14119.29
2641,2929,2023-11-24 18:00:00,UPI,16078.3
2642,2931,2024-01-13 21:00:00,UPI,17821.21
2643,2932,2023-12-15 17:00:00,UPI,32713.32
2644,2934,2023-02-27 10:00:00,Card,23066.57
2645,2935,2023-04-13 15:00:00,Card,3652.57
2646,2936,2023-01-07 17:00:00,UPI,16733.44
2647,2937,2024-09-28 19:00:00,UPI,14794.61
2648,2938,2024-01-18 20:00:00,UPI,6834.33
2649,2939,2024-12-31 19:00:00,UPI,7773.55
2650,2941,2024-03-03 16:00:00,Card,13966.62
2651,2942,2024-03-02 20:00:00,UPI,10177.81
2652,2943,2024-02-03 10:00:00,Card,2718.84
2653,2944,2023-01-14 13:00:00,Cash,9146.54
2654,2945,2023-09-17 21:00:00,Card,17439.88
2655,2946,2023-09-27 19:00:00,UPI,10755.68
2656,2947,2024-11-26 16:00:00,NetBanking,5389.18
2657,2948,2024-02-26 12:00:00,Cash,4684.45
2658,2949,2024-02-10 17:00:00,Card,45061.73
2659,2950,2023-07-25 20:00:00,UPI,11512.53
2660,2951,2024-10-17 17:00:00,NetBanking,11024.05
2661,2952,2024-11-22 09:00:00,UPI,31160.57
2662,2954,2024-02-03 09:00:00,UPI,680.35
2663,2955,2024-02-13 16:00:00,Card,5817.25
2664,2956,2024-06-03 20:00:00,UPI,15805.04
2665,2957,2023-06-13 10:00:00,Card,8740.01
2666,2958,2024-02-13 17:00:00,UPI,19274.82
2667,2959,2024-06-03 19:00:00,UPI,16540.73
2668,2960,2023-09-30 12:00:00,NetBanking,22384.58
2669,2961,2023-01-30 21:00:00,UPI,10679.21
2670,2962,2024-05-05 09:00:00,NetBanking,4173.58
2671,2963,2023-11-04 19:00:00,Cash,1134.13
2672,2965,2024-08-22 11:00:00,UPI,6785.0
2673,2966,2024-06-17 16:00:00,UPI,27688.83
2674,2967,2024-02-26 12:00:00,NetBanking,30984.9
2675,2968,2024-03-12 21:00:00,UPI,2480.37
2676,2971,2023-11-18 12:00:00,Card,5331.8
2677,2972,2024-12-31 20:00:00,NetBanking,6321.01
2678,2973,2024-03-28 16:00:00,UPI,31012.33
2679,2974,2023-10-15 21:00:00,UPI,11399.36
2680,2975,2023-11-09 09:00:00,UPI,14670.39
2681,2976,2024-06-17 15:00:00,UPI,34066.42
2682,2977,2023-11-07 09:00:00,Wallet,18086.15
2683,2978,2024-06-03 15:00:00,UPI,22253.49
2684,2979,2023-03-09 19:00:00,UPI,2053.55
2685,2980,2023-02-08 15:00:00,UPI,11729.3
2686,2982,2023-12-25 20:00:00,Card,18910.93
2687,2983,2024-03-15 11:00:00,UPI,20190.81
2688,2984,2023-02-20 09:00:00,Cash,18348.36
2689,2985,2023-02-09 21:00:00,Cash,13047.77
2690,2986,2024-06-02 12:00:00,Card,3351.76
2691,2988,2023-08-26 13:00:00,Wallet,1054.05
2692,2989,2023-04-23 10:00:00,NetBanking,3606.09
2693,2990,2023-07-11 19:00:00,Cash,13895.52
2694,2991,2023-08-07 18:00:00,Cash,6225.78
2695,2992,2024-12-26 16:00:00,UPI,8763.79
2696,2993,2024-05-03 09:00:00,UPI,4700.22
2697,2994,2024-07-18 16:00:00,UPI,26302.75
2698,2995,2024-05-25 18:00:00,UPI,18115.98
2699,2996,2024-04-06 11:00:00,UPI,2068.71
2700,2997,2024-10-26 19:00:00,Cash,1945.63
2701,2998,2024-01-18 12:00:00,UPI,10738.45
2702,2999,2023-12-30 16:00:00,Cash,3562.72
2703,3000,2024-08-08 19:00:00,UPI,5794.87
2704,3001,2024-12-06 14:00:00,UPI,4862.77
2705,3002,2023-01-11 15:00:00,UPI,23894.2
2706,3003,2024-03-27 11:00:00,Cash,9250.98
2707,3004,2024-01-07 20:00:00,UPI,18467.98
2708,3005,2023-04-18 17:00:00,UPI,31439.84
2709,3006,2024-04-29 17:00:00,Card,17488.97
2710,3007,2024-05-14 11:00:00,Card,10373.7
2711,3009,2023-06-07 21:00:00,Card,17520.8
2712,3010,2023-12-20 16:00:00,UPI,466.91
2713,3011,2023-02-19 09:00:00,Cash,4587.24
2714,3012,2024-11-28 19:00:00,UPI,21341.31
2715,3013,2023-02-18 20:00:00,Wallet,9219.59
2716,3014,2023-03-06 14:00:00,Card,39434.64
2717,3015,2023-02-12 12:00:00,UPI,8725.34
2718,3016,2023-04-24 13:00:00,UPI,1997.94
2719,3017,2023-10-30 17:00:00,NetBanking,2405.9
2720,3019,2023-01-14 21:00:00,Card,9597.38
2721,3020,2023-03-16 10:00:00,UPI,12347.85
2722,3021,2024-12-27 15:00:00,UPI,7277.37
2723,3022,2024-02-04 17:00:00,UPI,8115.87
2724,3023,2023-04-30 15:00:00,UPI,5515.39
2725,3024,2023-11-03 13:00:00,UPI,666.32
2726,3025,2024-08-22 20:00:00,UPI,30015.73
2727,3026,2024-06-30 18:00:00,NetBanking,3943.19
2728,3027,2024-11-20 19:00:00,Card,11286.9
2729,3028,2024-04-06 16:00:00,Card,1994.06
2730,3029,2023-10-06 15:00:00,Card,12077.72
2731,3030,2024-09-03 16:00:00,Cash,3955.71
2732,3031,2024-02-25 19:00:00,Cash,4717.97
2733,3032,2023-02-27 10:00:00,Cash,35403.41
2734,3034,2023-04-21 14:00:00,Cash,2918.36
2735,3035,2024-06-01 15:00:00,UPI,11015.56
2736,3036,2024-12-14 11:00:00,Card,9380.67
2737,3037,2023-07-21 20:00:00,UPI,9293.91
2738,3038,2023-03-11 19:00:00,Wallet,32858.02
2739,3039,2024-12-14 12:00:00,UPI,3094.01
2740,3040,2024-06-07 16:00:00,UPI,12757.0
2741,3041,2024-04-23 20:00:00,UPI,3795.57
2742,3042,2024-09-15 16:00:00,UPI,17635.82
2743,3043,2023-05-07 14:00:00,Card,4514.39
2744,3044,2024-02-24 15:00:00,UPI,3242.8
2745,3045,2023-03-05 12:00:00,Cash,2565.41
2746,3046,2023-11-03 18:00:00,UPI,19290.48
2747,3049,2024-05-07 13:00:00,UPI,21997.88
2748,3050,2024-07-10 10:00:00,UPI,14145.4
2749,3051,2024-08-21 19:00:00,Card,34470.25
2750,3052,2024-04-30 19:00:00,UPI,14828.79
2751,3053,2024-06-26 13:00:00,Card,8316.64
2752,3054,2023-01-05 12:00:00,Card,2092.86
2753,3055,2024-12-07 10:00:00,UPI,3718.33
2754,3056,2023-12-18 13:00:00,Card,1343.55
2755,3057,2023-01-09 10:00:00,Cash,22366.72
2756,3059,2023-09-04 17:00:00,Cash,4943.94
2757,3060,2023-09-16 12:00:00,Cash,30289.42
2758,3061,2023-12-26 11:00:00,Cash,4450.32
2759,3062,2024-12-03 19:00:00,UPI,10772.31
2760,3063,2024-04-12 12:00:00,Card,20666.88
2761,3064,2023-08-20 14:00:00,Cash,8284.34
2762,3065,2024-09-12 11:00:00,UPI,1405.01
2763,3066,2023-10-07 20:00:00,Card,6170.9
2764,3067,2024-01-16 20:00:00,NetBanking,15167.51
2765,3068,2024-03-06 13:00:00,NetBanking,4776.57
2766,3069,2023-04-06 14:00:00,Cash,4361.14
2767,3070,2023-12-11 09:00:00,NetBanking,2627.3
2768,3071,2024-03-27 12:00:00,Cash,10558.2
2769,3072,2023-06-29 11:00:00,Cash,20007.45
2770,3073,2024-06-05 16:00:00,UPI,3601.0
2771,3074,2024-06-22 13:00:00,UPI,5044.38
